reward_Cash Back,reward_Points,mailer_type_Postcard,income_level_Low,income_level_Medium,credit_rating_Low,credit_rating_Medium,household_2,household_3,household_4,household_5,household_6,min_sqrt,q3_balance_sqrt,offer_accepted
1,0,0,1,0,1,0,0,1,0,0,0,0.5398597193525432,0.8417550020169725,No
0,0,1,0,1,1,0,0,1,0,0,0,0.24182541670333724,0.9703197760719181,No
0,1,1,0,0,0,0,0,0,0,0,0,0.5237374648529032,0.8518797261993352,No
1,0,0,0,0,0,1,0,0,0,1,0,0.09379580992210834,0.9955914553877286,No
1,0,1,1,0,1,0,1,0,0,0,0,0.4777665429529545,0.878486841355511,No
0,1,1,0,1,0,1,0,0,0,0,0,0.6105954363276341,0.7919426829865063,No
0,0,0,0,0,0,0,0,0,0,1,0,0.19411635536525473,0.9809785117828577,Yes
1,0,1,0,1,1,0,0,0,1,0,0,0.6648326421005831,0.7469923413245667,No
0,1,1,0,0,0,1,0,1,0,0,0,0.6180575489547485,0.7861328552986758,No
0,1,1,1,0,1,0,0,0,0,1,0,0.5141671091113803,0.8576900278702358,No
0,0,1,0,1,1,0,0,0,0,1,0,0.6721956305267154,0.7403735775274476,No
1,0,1,0,0,0,0,0,0,1,0,0,0.5506380571332846,0.8347441105132049,No
0,1,1,1,0,0,0,0,0,0,1,0,0.4827829083763733,0.8757400661038928,No
1,0,1,0,0,0,1,0,0,1,0,0,0.4985569955479495,0.8668569214064116,No
1,0,0,0,1,0,0,1,0,0,0,0,0.7071067811865475,0.7071067811865475,No
1,0,1,0,0,0,0,0,0,0,1,0,0.6193930890332394,0.785081015728862,No
1,0,0,1,0,0,1,0,0,1,0,0,0.5719847064229027,0.8202642840074811,No
0,0,0,1,0,1,0,0,1,0,0,0,0.7071067811865476,0.7071067811865476,No
0,0,1,0,1,0,1,0,1,0,0,0,0.44283976330166036,0.8966007718259724,No
0,0,1,0,1,0,1,0,0,1,0,0,0.5982515747189757,0.8013083384979004,No
0,1,0,0,1,0,0,0,0,1,0,0,0.643223338923786,0.7656786116013273,No
1,0,0,0,0,0,0,0,1,0,0,0,0.5704422641985911,0.8213377035154206,No
0,0,1,0,0,0,0,0,1,0,0,0,0.6410181396178651,0.7675257290025208,No
1,0,0,0,1,0,1,0,1,0,0,0,0.43860587040419746,0.8986795259974361,No
1,0,1,0,1,0,1,0,0,0,1,0,0.4405111052023843,0.8977471616181105,No
0,0,1,0,0,0,1,0,1,0,0,0,0.7071067811865476,0.7071067811865476,Yes
1,0,0,0,1,0,0,0,1,0,0,0,0.3465013580828199,0.9380494703621773,No
1,0,1,0,1,1,0,0,1,0,0,0,0.48271079202547773,0.8757798189397469,No
0,1,1,0,0,0,0,0,1,0,0,0,0.5200326000803381,0.854146413007561,No
0,1,0,0,1,1,0,1,0,0,0,0,0.24459979523511424,0.9696241231378993,No
1,0,0,0,1,1,0,1,0,0,0,0,0.7052068043145361,0.7090016665343455,No
0,0,0,0,1,0,0,0,1,0,0,0,0.26516504294495535,0.9642030387838445,No
0,0,1,1,0,0,1,0,0,1,0,0,0.2509380895998654,0.9680031380052287,No
0,1,1,0,1,0,1,0,0,1,0,0,0.5767284593493425,0.8169359119150864,No
1,0,0,0,0,0,0,0,0,1,0,0,0.6011569552236368,0.7991309749886101,No
0,0,0,0,0,1,0,0,1,0,0,0,0.6801550557580656,0.7330682779432914,No
0,1,0,0,1,0,1,0,1,0,0,0,0.35227669117793026,0.9358958985126119,No
0,1,1,0,1,0,0,0,1,0,0,0,0.3872591403348931,0.9219709096425329,No
0,1,0,0,1,1,0,0,0,1,0,0,0.42405341126661195,0.905637181432581,No
0,0,1,1,0,0,1,0,1,0,0,0,0.40511244733630114,0.9142668675026961,No
0,1,1,0,0,0,0,0,0,1,0,0,0.5950638170585065,0.8036784516383154,No
0,1,1,0,1,1,0,0,0,1,0,0,0.2704493615131254,0.9627342015619591,No
1,0,0,1,0,0,1,0,0,0,1,0,0.45347903248432253,0.8912669449144195,No
0,0,1,0,0,1,0,0,0,1,0,0,0.6068747767839122,0.7947974618124273,No
1,0,0,0,0,0,1,0,0,1,0,0,0.5448013497030801,0.8385651372205394,No
0,1,0,0,0,1,0,0,0,0,0,0,0.562624886216321,0.826712306313431,No
0,0,0,1,0,1,0,0,0,1,0,0,0.5389468360037892,0.8423397817754453,No
0,1,1,0,0,1,0,1,0,0,0,0,0.6985910577226268,0.7155211625591388,No
0,1,1,0,0,1,0,0,1,0,0,0,0.07675295564533363,0.9970501410659874,No
0,1,1,0,0,1,0,1,0,0,0,0,0.3351233986275687,0.9421742448678523,No
1,0,1,0,1,1,0,0,0,0,1,0,0.5712333780594508,0.8207876874020397,Yes
1,0,0,0,1,1,0,0,0,0,1,0,0.6527212391803796,0.757598167845481,No
1,0,0,0,0,0,1,1,0,0,0,0,0.4260494710889588,0.9046998663561405,No
0,1,0,0,1,1,0,0,1,0,0,0,0.3509018353150857,0.936412250011983,No
1,0,1,1,0,0,0,1,0,0,0,0,0.4560931807265347,0.8899320257720545,No
0,1,0,0,0,0,0,0,1,0,0,0,0.6165479404636622,0.787317367463729,No
0,0,0,0,0,1,0,0,0,1,0,0,0.5385318018930405,0.842605185332867,No
1,0,1,0,1,0,0,0,0,0,1,0,0.525337564876001,0.8508939081519817,No
0,1,1,0,1,0,1,0,1,0,0,0,0.3019233393195842,0.9533322071419338,No
0,0,1,0,1,0,0,0,1,0,0,0,0.34080851291872993,0.9401327339913891,No
0,1,1,1,0,0,1,0,1,0,0,0,0.3601533456294803,0.932893116938855,No
0,0,1,0,1,1,0,0,0,0,1,0,0.39076406718802603,0.9204908711088187,No
0,1,1,0,1,0,0,1,0,0,0,0,0.5880552413350284,0.8088207670049041,No
0,0,0,0,1,0,1,0,0,1,0,0,0.4756103358786068,0.8796560739319879,No
1,0,0,0,1,1,0,0,1,0,0,0,0.4792422070756596,0.8776826914991834,No
0,1,0,0,1,0,1,0,1,0,0,0,0.6095677743884362,0.7927339581644831,No
1,0,1,1,0,0,0,1,0,0,0,0,0.6254030958174612,0.7803018439949604,No
1,0,0,1,0,0,0,0,0,0,1,0,0.6901110766775406,0.7237034626467983,No
1,0,0,0,0,0,0,0,0,1,0,0,0.7071067811865475,0.7071067811865475,No
1,0,0,0,1,1,0,1,0,0,0,0,0.5583233072739499,0.8296234595011636,No
0,1,1,0,0,0,1,0,1,0,0,0,0.426940840178892,0.9042795579837806,No
0,1,1,0,1,0,0,1,0,0,0,0,0.7064355833312649,0.7077773425332401,No
0,1,0,1,0,0,0,0,1,0,0,0,0.5881716976750462,0.8087360843031884,No
0,1,0,0,0,0,1,0,1,0,0,0,0.5,0.8660254037844387,No
0,0,0,0,1,1,0,1,0,0,0,0,0.5911275819836342,0.8065780692643346,No
0,1,1,0,1,0,1,0,0,0,1,0,0.7071067811865475,0.7071067811865475,No
0,0,0,0,0,1,0,0,1,0,0,0,0.3801429606348528,0.9249277428425253,No
0,1,1,0,1,1,0,0,0,0,0,1,0.5869690636949113,0.8096093615226537,No
0,1,0,0,1,0,0,0,1,0,0,0,0.5290134660723549,0.8486134294919645,No
0,0,1,0,1,0,0,0,0,0,1,0,0.5422791675319959,0.8401983720888808,No
1,0,0,1,0,1,0,0,0,1,0,0,0.36602912514387553,0.9306033954088117,No
0,0,1,0,0,1,0,0,1,0,0,0,0.27977483599494074,0.9600656441848151,No
1,0,1,0,1,1,0,0,1,0,0,0,0.7071067811865475,0.7071067811865475,No
1,0,1,0,1,0,1,0,1,0,0,0,0.6226660085332721,0.7824877263045366,No
0,1,0,0,1,0,1,0,0,1,0,0,0.36829514887598586,0.9297089239726676,No
0,1,0,0,1,1,0,0,1,0,0,0,0.4333890711087691,0.9012069202150405,No
0,0,1,1,0,1,0,0,1,0,0,0,0.5291937296021739,0.8485010291978091,No
0,0,0,1,0,1,0,0,1,0,0,0,0.608390408281466,0.7936378967206084,No
1,0,0,0,1,0,1,1,0,0,0,0,0.2158938847941864,0.976416832356179,No
1,0,1,0,0,0,1,0,1,0,0,0,0.44252124209103144,0.8967580221543662,No
0,1,1,0,0,1,0,0,0,1,0,0,0.5108442135003205,0.8596733039551939,No
1,0,0,0,1,1,0,0,1,0,0,0,0.5585038992742908,0.8295018954139965,No
0,1,0,0,1,0,0,0,1,0,0,0,0.40852404077592774,0.9127475599025768,No
1,0,1,0,1,1,0,0,0,1,0,0,0.5971537990493535,0.8021267607310734,No
0,0,0,0,1,0,0,1,0,0,0,0,0.4645722098118832,0.8855352403323674,No
0,1,1,0,0,1,0,0,0,1,0,0,0.4904445109160782,0.87147242165905,No
0,0,0,0,1,0,0,0,1,0,0,0,0.48925143168167806,0.8721427845240871,No
0,0,1,0,0,1,0,0,0,0,1,0,0.7030964685199628,0.7110944775167061,No
1,0,0,0,1,0,0,0,0,1,0,0,0.6323924850782251,0.7746481425889995,No
0,0,0,1,0,0,0,0,0,1,0,0,0.7071067811865476,0.7071067811865476,No
0,0,0,0,1,0,0,0,1,0,0,0,0.31076230260882903,0.9504876597185565,No
0,0,0,1,0,0,0,0,1,0,0,0,0.4297423909411538,0.9029515365888585,No
1,0,0,0,1,0,0,0,1,0,0,0,0.5998505654715143,0.8001120540921155,No
1,0,0,0,1,1,0,0,1,0,0,0,0.5486576009626848,0.8360471499298777,No
1,0,1,0,1,1,0,0,0,0,1,0,0.29786996083851314,0.9546064563106949,No
1,0,0,1,0,1,0,1,0,0,0,0,0.5993193418115151,0.80051004149268,No
0,0,1,0,0,0,1,0,0,1,0,0,0.25482359571881275,0.9669875568304563,No
0,0,0,0,1,0,1,0,0,0,1,0,0.7071067811865476,0.7071067811865476,No
0,0,1,1,0,1,0,0,0,1,0,0,0.6264864623121471,0.7794323014474128,No
0,1,0,1,0,0,1,0,0,1,0,0,0.5583376135352688,0.8296138314370975,No
1,0,0,0,1,0,0,0,0,0,1,0,0.7071067811865475,0.7071067811865475,No
1,0,0,1,0,1,0,0,0,0,0,1,0.3024753020094517,0.9531572229565753,No
1,0,1,0,1,1,0,0,0,0,0,1,0.3063229997255477,0.9519276337196763,No
0,0,0,1,0,1,0,0,1,0,0,0,0.5546685920776249,0.8320713629026211,Yes
0,0,0,0,1,0,0,0,0,1,0,0,0.43368130026400203,0.9010663293017471,No
1,0,0,1,0,0,0,0,0,0,1,0,0.6372488086072454,0.7706581316826848,No
0,0,0,0,1,0,0,0,0,1,0,0,0.2720686536761765,0.9622778432899891,No
1,0,1,1,0,1,0,0,0,1,0,0,0.6451303603289662,0.7640725215461017,No
0,1,1,0,1,0,0,0,0,1,0,0,0.37883838047182933,0.9254628471643158,No
0,1,0,1,0,1,0,0,0,1,0,0,0.31715204204830916,0.948374705601424,No
0,1,0,1,0,0,1,0,1,0,0,0,0.32166326136957996,0.9468541314717306,No
1,0,1,0,0,1,0,0,0,0,0,0,0.5787643057655242,0.8154948671645645,No
0,1,1,1,0,1,0,0,1,0,0,0,0.48657707993834504,0.8736376510193877,No
1,0,0,0,1,1,0,0,1,0,0,0,0.6166365318954924,0.7872479835044986,No
0,1,1,1,0,0,0,0,1,0,0,0,0.5009149138484009,0.865496533259521,No
1,0,1,0,0,1,0,0,1,0,0,0,0.3429971702850177,0.9393364366277243,No
0,0,1,0,0,0,1,1,0,0,0,0,0.5357299496456852,0.8443893776289654,No
0,0,1,0,1,1,0,0,0,0,1,0,0.2429328990536748,0.9700430952062784,No
0,0,0,0,1,0,0,0,0,1,0,0,0.609749843620211,0.792593923901217,No
0,1,0,0,1,0,0,0,0,1,0,0,0.5044138257750269,0.8634620387527183,No
0,0,0,0,0,1,0,0,1,0,0,0,0.4981308345788372,0.8671018807739901,No
0,1,1,0,1,0,0,0,1,0,0,0,0.7071067811865475,0.7071067811865475,No
0,1,1,0,1,1,0,0,0,0,1,0,0.6152688832430011,0.7883173227279168,No
0,0,0,1,0,0,0,0,0,1,0,0,0.5152987493781888,0.8570106177226012,No
0,0,0,0,1,0,0,0,1,0,0,0,0.7037995537912244,0.7103986121068041,No
0,0,1,1,0,0,0,1,0,0,0,0,0.4531215608820333,0.8914487372046863,No
0,0,0,0,1,1,0,0,0,1,0,0,0.7071067811865475,0.7071067811865475,No
0,1,0,0,1,0,1,0,1,0,0,0,0.19066585316076198,0.9816549966451955,No
0,0,0,0,0,0,1,0,0,0,1,0,0.5492293624361169,0.8356716504931926,Yes
0,0,1,1,0,0,1,0,0,1,0,0,0.2930614078953593,0.9560936205217508,No
0,0,0,1,0,0,0,0,0,0,0,0,0.5499719409228703,0.8351831321318282,No
0,1,1,1,0,1,0,0,1,0,0,0,0.5708457842451363,0.8210573004422743,No
1,0,0,0,1,0,0,0,1,0,0,0,0.6612332699051352,0.7501803534954529,No
0,0,0,0,1,0,1,0,0,0,1,0,0.3883930365610985,0.9214938139514823,No
0,1,1,1,0,1,0,0,0,0,0,0,0.3262553862096568,0.9452816632989279,No
0,1,0,0,1,0,1,0,1,0,0,0,0.6836112133360358,0.7298463598602333,No
1,0,1,0,1,0,1,0,0,0,1,0,0.6811668232219659,0.7321282394100744,No
1,0,0,0,1,0,1,0,0,0,0,1,0.573111223089135,0.8194775933296015,No
0,0,1,0,0,0,0,1,0,0,0,0,0.7071067811865476,0.7071067811865476,No
1,0,1,0,1,1,0,0,1,0,0,0,0.5044777013153682,0.86342472102411,No
0,0,1,0,1,1,0,0,0,1,0,0,0.5684890429693662,0.8226908338031816,Yes
0,1,1,0,1,1,0,1,0,0,0,0,0.5564359722858008,0.830890491428537,No
1,0,0,1,0,0,0,0,1,0,0,0,0.5985236853169841,0.8011051105283099,No
0,1,1,1,0,0,1,0,1,0,0,0,0.7071067811865476,0.7071067811865476,No
0,1,0,0,1,0,1,0,1,0,0,0,0.632830098564606,0.7742906859511555,No
1,0,0,0,1,0,1,0,0,1,0,0,0.5061894487315173,0.8624223106998581,No
1,0,0,1,0,1,0,0,0,0,0,0,0.6424989323327942,0.7662865795191898,No
1,0,1,1,0,0,0,1,0,0,0,0,0.5084997589386464,0.8610621319970693,No
0,0,0,1,0,1,0,0,1,0,0,0,0.3325310858805881,0.9430922950184023,No
1,0,0,0,1,0,1,0,0,1,0,0,0.6860308286603019,0.727572472079352,No
0,0,1,0,0,1,0,0,0,1,0,0,0.4495011479977354,0.8932797534640075,No
0,1,1,1,0,0,0,0,1,0,0,0,0.5657287774744924,0.8245913838606468,No
0,1,0,0,1,0,1,0,1,0,0,0,0.639148369549569,0.7690834556159218,No
0,1,1,0,0,1,0,0,0,0,0,0,0.5534061096852991,0.8329115665921459,Yes
0,0,0,0,1,0,1,0,0,1,0,0,0.23262908773036398,0.9725655286620736,No
0,1,0,0,0,1,0,0,1,0,0,0,0.7071067811865475,0.7071067811865475,No
0,1,0,0,1,0,0,0,1,0,0,0,0.589854589633316,0.8075094817328847,No
1,0,1,1,0,1,0,0,0,1,0,0,0.6081316990240787,0.793836152264488,Yes
0,0,0,1,0,0,1,0,0,1,0,0,0.6399299109953489,0.768433282083412,No
1,0,0,0,1,0,0,0,1,0,0,0,0.3571692135767621,0.9340396955552571,No
0,1,1,1,0,1,0,0,1,0,0,0,0.6450606618987046,0.7641313646689325,Yes
1,0,1,0,1,1,0,0,1,0,0,0,0.5692637315916959,0.8221549755941988,No
1,0,0,1,0,1,0,0,1,0,0,0,0.3437006439614381,0.9390792657387835,Yes
0,0,0,0,1,0,0,0,0,1,0,0,0.7071067811865476,0.7071067811865476,No
0,1,1,1,0,0,0,0,0,0,0,0,0.5511029793143719,0.8344372392162415,No
0,1,1,0,1,0,0,0,0,1,0,0,0.66086529190989,0.7505045409248742,No
1,0,1,0,1,0,0,0,1,0,0,0,0.5886082520367605,0.8084184100045159,No
0,0,0,0,1,0,0,0,0,1,0,0,0.20388829980917544,0.9789941578992818,No
0,1,1,0,1,0,0,0,1,0,0,0,0.7071067811865475,0.7071067811865475,No
0,0,1,0,1,0,0,0,0,0,1,0,0.6237014000514323,0.7816626916860514,No
0,0,0,0,1,0,0,0,0,1,0,0,0.2688664289689325,0.9631774724179828,No
1,0,1,0,0,0,1,0,0,1,0,0,0.6108065244083651,0.7917798871783579,No
1,0,1,0,1,0,0,0,0,1,0,0,0.7071067811865475,0.7071067811865475,No
0,1,1,0,0,0,0,0,1,0,0,0,0.16408884205915553,0.9864455645962861,No
0,1,1,0,1,0,1,1,0,0,0,0,0.3344280270299693,0.942421293656315,No
1,0,1,0,0,1,0,0,0,1,0,0,0.3331206804674577,0.942884198746006,Yes
0,0,0,0,1,0,0,0,0,0,1,0,0.5005225207821535,0.865723516019912,No
1,0,1,1,0,1,0,0,0,1,0,0,0.6109598099719177,0.7916616136955729,No
0,1,0,0,1,0,1,0,0,0,1,0,0.6470696925307736,0.7624308578540944,No
0,1,0,0,0,0,0,0,1,0,0,0,0.552964041117712,0.8332051183416778,No
0,1,0,0,0,1,0,0,0,1,0,0,0.26590801173915524,0.9639984073082949,No
1,0,0,1,0,0,1,0,0,1,0,0,0.6875387637485759,0.7261476766767764,No
0,0,0,1,0,0,1,1,0,0,0,0,0.5959814365115306,0.8029982112891986,No
0,1,1,0,1,0,1,0,1,0,0,0,0.7071067811865476,0.7071067811865476,No
0,0,1,0,1,0,1,0,0,0,1,0,0.5980909345220397,0.8014282463468287,No
0,0,1,1,0,0,1,0,1,0,0,0,0.59493053467666,0.8037771201703514,No
0,0,1,0,1,0,1,1,0,0,0,0,0.571855701353487,0.8203542264348441,Yes
1,0,0,0,1,0,0,1,0,0,0,0,0.4912163803644057,0.8710375810845888,No
0,0,1,0,1,0,0,0,0,1,0,0,0.25060313718537075,0.9680899067921586,No
0,1,1,0,1,0,0,0,0,1,0,0,0.5081876788954373,0.8612463544299435,No
0,0,1,0,0,1,0,0,0,1,0,0,0.7071067811865476,0.7071067811865476,No
0,1,1,1,0,1,0,0,0,0,1,0,0.5793349786153079,0.8150895549280464,No
0,0,1,0,1,0,0,0,0,0,1,0,0.5576998049581803,0.8300427263397998,No
0,1,0,1,0,0,1,0,0,1,0,0,0.0,1.0,No
0,0,1,0,1,1,0,0,0,1,0,0,0.3554696831688659,0.9346878111689625,Yes
1,0,1,1,0,0,1,0,1,0,0,0,0.617978622934587,0.7861949005150513,No
0,0,1,0,1,1,0,0,0,1,0,0,0.6993723443686399,0.7147575280697034,No
0,1,1,0,1,0,0,0,0,1,0,0,0.6530300807167292,0.7573319705909043,No
0,1,1,1,0,1,0,0,0,1,0,0,0.7071067811865475,0.7071067811865475,No
0,1,0,0,1,1,0,0,0,0,1,0,0.5105719936343558,0.8598350070311392,No
1,0,1,0,0,0,0,0,0,1,0,0,0.6132441406718666,0.7898934256794545,No
